id,TGG OTU_ID(ANI0.95),dRep OTU_ID(ANI0.95),Type,Contig_numbers,N50,Genome_length,GC,Completeness,Contamination,Strain_heterogeneity,Num_CDS,Num_Gene,Num_5S_rRNA,Num_16S_rRNA,Num_23S_rRNA,Num_tRNA,Quality_score,Quality_tier_standard(MIMAG，10.1038/nbt.3893),GTDB_classification
MAG_1907PLC3_metabat2_bin.24,TGG_OTU189,266_1,MAG,574,17706,6599493,0.578531,94.57,2.87,33.33,6272,6319,0,0,0,45,80.22,Medium,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__
MAG_1908TGLC2_vamb_S1C7995*,TGG_OTU193,27_1,MAG,220,16607,2636169,0.464324,83.08,0.48,0,2389,2435,2,0,0,45,80.68,Medium,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__
MAG_1908QYC1_vamb_S1C11894,TGG_OTU194,270_1,MAG,753,9037,5268063,0.613365,83.77,2.83,0,4469,4516,1,0,0,45,69.62,Medium,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__;s__
MAG_1811AZI1_metabat2_bin.62*,TGG_OTU199,275_1,MAG,526,12970,4704739,0.651468,96.3,0,0,4465,4514,1,1,1,45,96.3,High,d__Bacteria;p__Armatimonadota;c__BOG-944;o__Capsulimonadales;f__Capsulimonadaceae;g__;s__
MAG_QYSC.20.08_vamb_bins_S1C5407*,TGG_OTU211,285_1,MAG,189,22467,2750775,0.684109,88.53,2.75,66.67,2623,2671,1,1,1,45,74.78,Medium,d__Bacteria;p__Chloroflexota;c__Ellin6529;o__CSP1-4;f__CSP1-4;g__SPCO01;s__
MAG_MGGQSC.20.08_maxbin2_bin.37,TGG_OTU241,311_1,MAG,737,9722,4074814,0.725316,87.08,0.56,0,3491,3537,0,0,0,45,84.28,Medium,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__
MAG_1909JMYZI1_maxbin2_bin.34.001,TGG_OTU264,329_1,MAG,602,9307,3325410,0.613885,67.66,3.12,30,3266,3310,2,0,1,45,52.06,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter_A;s__Arthrobacter_A sp002929705
ISO_B191-1,TGG_OTU275,339_1,Cultivated,75,382240,5751701,0.640654,99.6,2.02,12.5,5338,5395,1,1,1,45,89.5,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Leaf454;s__
ISO_B191-2*,TGG_OTU275,339_1,Cultivated,75,382240,5751451,0.640327,99.6,2.02,12.5,5339,5396,1,1,1,45,89.5,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Leaf454;s__
MAG_1908KQGRS3_vamb_S1C6228*,TGG_OTU279,341_1,MAG,196,28730,3952628,0.665753,51.03,0,0,3780,3823,0,0,0,45,51.03,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__
MAG_QTS.20.06_metabat2_bin.19,TGG_OTU286,348_1,MAG,892,6551,4582080,0.647004,83.84,4.7,9.09,4477,4524,1,0,0,45,60.34,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga sp007018905
MAG_1908TGLC2_metabat2_bin.44,TGG_OTU290,351_1,MAG,192,30068,2990875,0.641834,97.99,0,0,2825,2874,0,0,0,45,97.99,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__
MAG_TGLI2.17_metabat2_bin.12,TGG_OTU312,37_1,MAG,389,14701,3818315,0.367095,96.06,1.48,0,3370,3417,0,1,1,45,88.66,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Palsa-955;s__
ISO_N1998-1-4-1*,TGG_OTU313,370_1,Cultivated,31,382574,3930567,0.656032,98.74,1.64,0,3564,3618,1,1,1,45,90.54,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;s__
ISO_126,TGG_OTU318,374_1,Cultivated,1,3259066,3259066,0.693963,99.49,0,0,3074,3134,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_155-3,TGG_OTU318,374_1,Cultivated,1,3259060,3259060,0.693965,99.49,0,0,3072,3132,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_173,TGG_OTU318,374_1,Cultivated,1,3259059,3259059,0.693965,99.49,0,0,3073,3133,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_198-2,TGG_OTU318,374_1,Cultivated,1,3259050,3259050,0.693963,99.49,0,0,3071,3131,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_204,TGG_OTU318,374_1,Cultivated,1,3259068,3259068,0.693966,99.49,0,0,3072,3132,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_81,TGG_OTU318,374_1,Cultivated,1,3259069,3259069,0.693963,99.49,0,0,3071,3131,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_83-3-2*,TGG_OTU318,374_1,Cultivated,1,3259068,3259068,0.693965,99.49,0,0,3071,3131,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_92,TGG_OTU318,374_1,Cultivated,1,3259059,3259059,0.693963,99.49,0,0,3073,3133,2,2,2,45,99.49,Finished ,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_83-2,TGG_OTU319,375_1,Cultivated,20,705264,3933657,0.674304,99.49,0.76,0,3786,3842,1,1,1,45,95.69,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium barkeri
ISO_GM2-3-4.002*,TGG_OTU319,375_1,Cultivated,14,733775,3792065,0.689038,99.49,0.25,0,3637,3689,0,1,0,45,98.24,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium barkeri
ISO_DWRC1-3*,TGG_OTU322,378_1,Cultivated,97,2280166,3682790,0.543973,99.49,0.17,100,3452,3508,2,1,4,45,98.64,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y-RC-72-1.002,TGG_OTU322,378_1,Cultivated,73,100901,3278849,0.66896,99.49,0,0,3241,3295,1,1,1,45,99.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_145,TGG_OTU322,378_1,Cultivated,9,2161176,3580694,0.659252,99.49,0.51,0,3443,3500,1,1,1,45,96.94,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y251-3-2-1,TGG_OTU322,378_1,Cultivated,9,2161173,3580691,0.659145,99.49,0.51,0,3441,3498,1,1,1,45,96.94,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y251-3-2-2,TGG_OTU322,378_1,Cultivated,10,606553,3580614,0.662544,99.49,0.51,0,3445,3502,1,1,1,45,96.94,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y286-3,TGG_OTU322,378_1,Cultivated,10,2144031,3600343,0.659378,99.49,1.01,0,3487,3544,1,1,1,45,94.44,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y273-1,TGG_OTU322,378_1,Cultivated,9,719424,3550353,0.661997,99.49,0,0,3382,3437,1,1,1,45,99.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_Y1031-1.001,TGG_OTU322,378_1,Cultivated,56,139549,3273142,0.663758,99.49,0,0,3224,3275,0,1,0,45,99.49,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium liquefaciens
ISO_B2909*,TGG_OTU323,379_1,Cultivated,10,740146,3679375,0.653081,99.49,0,0,3537,3591,1,1,1,45,99.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum_B
ISO_N1998-2-2*,TGG_OTU324,379_2,Cultivated,6,2195632,3642141,0.65205,99.49,0,0,3443,3497,1,1,1,45,99.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium foliorum_A
ISO_GM2-2-1.001*,TGG_OTU327,381_1,Cultivated,7,2024011,3612058,0.703004,98.99,1.32,0,3419,3468,0,1,0,45,92.39,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium testaceum
ISO_SP1-2-2*,TGG_OTU328,381_2,Cultivated,9,890089,3371596,0.689925,99.49,1.26,0,3164,3219,1,1,1,45,93.19,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium testaceum_A
ISO_GLY4-26-2*,TGG_OTU330,383_0,Cultivated,25,464275,3621794,0.686003,98.99,0.67,0,3468,3527,2,2,2,45,95.64,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615
ISO_GLY1-11-1*,TGG_OTU333,386_0,Cultivated,3,3024626,3846293,0.659349,100,0.76,0,3429,3488,1,1,1,45,96.2,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
ISO_TSP3-2-1*,TGG_OTU336,389_0,Cultivated,125,417471,2699235,0.708156,100,1.18,50,2609,2662,1,1,3,45,94.1,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__
ISO_Y457-2*,TGG_OTU338,390_0,Cultivated,6,1884057,2552180,0.714301,98.74,0,0,2440,2499,2,2,2,45,98.74,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus lahaulensis_A
ISO_130*,TGG_OTU339,391_0,Cultivated,12,596069,2968623,0.711623,99.49,0.42,0,2875,2931,2,2,2,45,97.39,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__
ISO_B2167-1*,TGG_OTU340,392_0,Cultivated,8,890479,3350441,0.689289,98.48,0,0,3215,3268,1,1,1,45,98.48,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__;s__
MAG_1906TGLS_maxbin2_bin.7,TGG_OTU341,393_1,MAG,19,289743,3198139,0.698453,98.99,1.07,40,3267,3319,1,1,1,45,93.64,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
MAG_1906TGLS_vamb_S1C3415,TGG_OTU341,393_1,MAG,16,289743,3194757,0.703714,98.99,0.9,50,3263,3315,1,1,1,45,94.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
MAG_1908TGLI1_vamb_S1C3394,TGG_OTU341,393_1,MAG,16,289743,3194757,0.703714,98.99,0.9,50,3266,3318,1,1,1,45,94.49,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
ISO_GLY20-5-2*,TGG_OTU356,405_0,Cultivated,37,301256,3949336,0.672414,100,0,0,3735,3788,1,1,1,45,100,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Knoellia;s__
ISO_LHG3406-4*,TGG_OTU368,416_0,Cultivated,108,1147225,4404775,0.660127,99.48,1.54,0,4215,4268,3,6,1,45,91.78,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
ISO_T3201-2*,TGG_OTU369,417_0,Cultivated,38,325576,4205700,0.700771,99.48,0.99,0,3931,3985,1,1,1,45,94.53,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
ISO_GLY1660*,TGG_OTU373,420_0,Cultivated,5,3112177,4456744,0.718272129,99.48,1.04,0,4259,4313,1,1,1,45,94.28,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
ISO_Y1126-1*,TGG_OTU374,421_0,Cultivated,13,735266,4296651,0.720051268,99.48,0,0,4026,4085,1,1,1,45,99.48,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
ISO_B2205-1*,TGG_OTU386,431_0,Cultivated,19,1151136,4502022,0.718047,99.29,0.77,0,4275,4334,1,1,1,45,95.44,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Geodermatophilaceae;g__Modestobacter;s__
ISO_DC4000-2*,TGG_OTU387,432_0,Cultivated,354,16133,3617181,0.76585,96.04,0.41,0,3221,3282,1,1,1,45,93.99,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Quadrisphaeraceae;g__;s__
MAG_190624KS2_maxbin2_bin.25,TGG_OTU396,440_1,MAG,476,14424,2788574,0.62725,96.55,4.25,5.26,2710,2754,0,0,0,45,75.3,Medium,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__UBA10887;s__
MAG_TGLSC.20.08_vamb_bins_S1C6479*,TGG_OTU398,442_1,MAG,176,35208,4850607,0.700323,76.94,1.42,25,3910,3958,1,0,1,45,69.84,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__
ISO_A15-2-2*,TGG_OTU401,445_0,Cultivated,74,147057,3924961,0.650844,99.71,0.19,0,3538,3593,1,1,1,45,98.76,High,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Brevibacteriaceae;g__Brevibacterium;s__Brevibacterium casei
MAG_1907PLC3_metabat2_bin.61,TGG_OTU419,461_1,MAG,355,52026,10487072,0.716634,94.84,4.03,0,8466,8534,0,2,0,45,74.69,Medium,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Minicystis;s__
MAG_1908KQGRS1_vamb_S1C2794,TGG_OTU425,467_1,MAG,133,57719,4280724,0.695558,99.15,0.85,50,4006,4060,1,3,1,45,94.9,High,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_1908KQGRS2_vamb_S1C2793,TGG_OTU425,467_1,MAG,120,60074,4182332,0.696275,99.57,0.43,0,3889,3943,0,4,1,45,97.42,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_1908KQGRS3_vamb_S1C2223,TGG_OTU425,467_1,MAG,117,63680,4172759,0.696864,99.57,0.43,0,3885,3938,0,3,0,45,97.42,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_1908KQGRS_vamb_S1C3174,TGG_OTU425,467_1,MAG,120,56465,4117953,0.698121,99.15,0.43,0,3851,3904,0,1,0,45,97,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_1905ZF6500I1_metabat2_bin.28,TGG_OTU425,467_1,MAG,206,36599,4270769,0.692003,98.72,1.28,66.67,3965,4017,0,3,0,45,92.32,Medium,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus sp002017875
MAG_KQGRSC.20.08_maxbin2_bin.20,TGG_OTU459,498_1,MAG,196,38509,4301773,0.685816,81.38,1.72,100,3883,3930,1,0,0,45,72.78,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JOSHI-001;s__
MAG_KQGRSC.20.08_vamb_bins_S1C4205*,TGG_OTU459,498_1,MAG,137,40083,4009305,0.686713,77.93,0,0,3614,3661,1,0,0,45,77.93,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JOSHI-001;s__
MAG_1907NJYTI2_vamb_S1C4027*,TGG_OTU467,503_2,MAG,51,144314,4513511,0.634293,95.79,2.45,42.86,4028,4078,1,0,0,45,83.54,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__
MAG_1907QMI1_vamb_S1C2274,TGG_OTU469,505_1,MAG,31,145279,3321713,0.663659,96.46,0.23,0,2903,2950,0,0,0,45,95.31,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__
MAG_1905ZF6500I1_vamb_S1C10971*,TGG_OTU471,507_1,MAG,128,46863,3892889,0.669825,92.86,1.79,100,3434,3487,0,0,0,45,83.91,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium;s__Aquabacterium sp001770725
MAG_190624KS2_vamb_S1C6698,TGG_OTU475,510_1,MAG,182,49249,5889009,0.672298,94.39,1.04,28.57,5418,5466,1,0,1,45,89.19,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1905ZF6360I3_metabat2_bin.61,TGG_OTU476,511_1,MAG,116,85474,5315611,0.640139,95.81,1.31,36.36,4793,4841,0,0,0,45,89.26,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax_D;s__
MAG_1905ZF6280I1_metabat2_bin.18,TGG_OTU478,513_1,MAG,780,6048,3700022,0.664296,65.86,1.72,0,3443,3496,0,0,0,45,57.26,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__
MAG_1907PL4I1_maxbin2_bin.1,TGG_OTU490,522_2,MAG,113,74839,4587902,0.635225,99.5,1.3,66.67,4286,4342,0,1,2,45,93,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1908TGLI2_metabat2_bin.33,TGG_OTU490,522_2,MAG,164,43110,4414094,0.646137,96.87,1.15,85.71,4146,4197,0,0,0,45,91.12,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__
MAG_1907QYI1_vamb_S1C989,TGG_OTU493,524_1,MAG,117,64082,5072510,0.666219,87.61,1.3,25,4546,4595,0,0,0,45,81.11,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__
MAG_1905ZF6280I1_metabat2_bin.35,TGG_OTU494,525_1,MAG,155,98249,8021477,0.699402,98.27,0.47,0,7356,7415,0,0,0,45,95.92,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudorhodoferax;s__
MAG_KQGRSC.20.08_metabat2_bin.67,TGG_OTU499,53_1,MAG,198,49833,5119569,0.410425,98.03,3.04,27.27,4419,4465,0,0,0,45,82.83,High,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__
ISO_B224-1,TGG_OTU514,542_1,Cultivated,105,152937,4183358,0.592973,99.93,0.18,0,3903,3956,1,1,1,45,99.03,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
ISO_B250-3,TGG_OTU514,542_1,Cultivated,110,135644,4113106,0.593964,99.77,0.34,0,3851,3904,1,1,1,45,98.07,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
ISO_B485-1.001,TGG_OTU514,542_1,Cultivated,74,123872,3975530,0.619668572,100,0.34,0,3674,3728,0,1,1,45,98.3,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
ISO_B443-1,TGG_OTU516,542_3,Cultivated,80,231445,4369766,0.614267,99.78,0.18,0,4054,4106,1,1,1,45,98.88,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
MAG_1907QMI2_metabat2_bin.17,TGG_OTU545,568_1,MAG,233,22535,3638376,0.603183,93.93,4.3,54.55,3290,3339,1,0,0,45,72.43,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__
MAG_190624KS1_maxbin2_bin.0.001,TGG_OTU563,577_1,MAG,71,157400,4829300,0.636027,99.85,1.79,16.67,4152,4205,0,1,1,45,90.9,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
MAG_190624KS1_vamb_S1C271*,TGG_OTU563,577_1,MAG,57,157400,4788583,0.646082,99.85,1.79,16.67,4129,4180,0,0,0,45,90.9,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Massilia;s__
MAG_1908TGLC1_metabat2_bin.123,TGG_OTU579,591_1,MAG,214,35230,5000553,0.570668,97.74,0.65,0,4244,4294,1,0,0,45,94.49,Medium,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;s__
MAG_1908TGLC2_metabat2_bin.110,TGG_OTU579,591_1,MAG,209,38151,5370387,0.566853,97.48,0.65,0,4560,4610,1,0,0,45,94.23,Medium,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;s__
MAG_1908TGLC1_vamb_S1C7960,TGG_OTU579,591_1,MAG,181,36775,4743217,0.57339,96.45,0.65,0,4035,4085,1,0,0,45,93.2,Medium,d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;s__
MAG_1907QMI1_maxbin2_bin.8*,TGG_OTU595,605_1,MAG,597,17119,5575818,0.602045,84.87,4.07,27.78,4972,5008,0,0,0,45,64.52,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp900187495
MAG_1611DDS_metabat2_bin.24*,TGG_OTU596,606_1,MAG,86,133716,5901518,0.61095,99.19,0.57,14.29,5303,5352,1,0,0,45,96.34,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E rhodesiae
MAG_1905ZF6500I1_metabat2_bin.26,TGG_OTU616,618_1,MAG,168,39174,4266602,0.601889,96.62,1.44,35.71,3955,4000,0,0,0,45,89.42,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E peli
ISO_Y144-3.001*,TGG_OTU627,628_1,Cultivated,22,732419,3160240,0.563167,99.59,0.52,0,2842,2888,0,1,0,45,96.99,Medium,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
MAG_TGLI1.17_maxbin2_bin.17,TGG_OTU627,628_1,MAG,279,31923,3111790,0.667346,94.48,2.12,36.36,2903,2949,0,0,0,45,83.88,High,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
MAG_1907PLC2_vamb_S1C8843*,TGG_OTU661,656_1,MAG,168,39219,4279594,0.673478,89.25,0,0,3449,3499,1,0,0,45,89.25,Medium,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__;s__
MAG_18PLSC_metabat2_bin.133,TGG_OTU666,660_1,MAG,133,102536,3772286,0.650231,96.27,1.29,20,3611,3662,1,0,1,45,89.82,Medium,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-908;s__
ISO_194-2*,TGG_OTU675,668_2,Cultivated,9,2358966,3137891,0.646586,100,0,0,2981,3035,1,1,1,45,100,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
ISO_196-2,TGG_OTU675,668_2,Cultivated,5,2358922,3111147,0.634955,100,0,0,2962,3016,1,1,1,45,100,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
ISO_B2040-4*,TGG_OTU676,668_3,Cultivated,32,306706,3828171,0.657212,100,0.67,0,3694,3744,1,1,1,45,96.65,High,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
