"column1","column2","column3","column4","column5","column6","column7","column8"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter idrijaensis","MAG_GLYI1.20.09_metabat2_bin.44"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter guillouiae","MAG_1908TGLS1_metabat2_bin.10"
"d__Bacteria","p__Acidobacteriota","c__Blastocatellia","o__Pyrinomonadales","f__Pyrinomonadaceae","g__GCA-002050365","MAG_MGGQSC.20.08_metabat2_bin.77",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y367.002"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_R4-8-1.001"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_RC11-4"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_RC26-5"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y144-3.002"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y344-2"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y636-1.002"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_RC8-2-2"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y622-3-2"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y81-1"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A paranthracis","ISO_Y88-2"
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A albus","ISO_Y323-1"
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-113","MAG_1907PLC1_maxbin2_bin.39",
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__Myxococcaceae","MAG_1907PLC3_maxbin2_bin.64",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_KQGRSC.20.08_metabat2_bin.10",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_MGGQSC.20.08_maxbin2_bin.20",,
"d__Bacteria","p__Eremiobacterota","c__Eremiobacteria","o__UBP12","f__UBA5184","MAG_1907PLC1_metabat2_bin.98*",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__SIRW01","MAG_TGLI2.17_metabat2_bin.22",,
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Flavipsychrobacter","MAG_1907QMI1_maxbin2_bin.26",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","s__Tardiphaga sp007018905","MAG_1907NJYTS1_metabat2_bin.19"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","ISO_108-2*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","ISO_136-1",
"d__Bacteria","p__Patescibacteria","MAG_TGLI1.17_metabat2_bin.3*",,,,,
"d__Bacteria","p__Patescibacteria","MAG_TGLI1.17_vamb_bins_S1C3216",,,,,
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","s__Cryobacterium zongtaii","ISO_197*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","ISO_N1992-1-1",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Propionibacteriales","f__Nocardioidaceae","g__Aeromicrobium","MAG_1906TGLS_metabat2_bin.18*",
"d__Bacteria","p__Myxococcota","c__Polyangia","o__Haliangiales","f__Haliangiaceae","MAG_KQGRSC.20.08_vamb_bins_S1C3404*",,
"d__Bacteria","p__Myxococcota","c__Myxococcia","o__Myxococcales","f__40CM-4-68-19","MAG_1907PLC3_maxbin2_bin.59",,
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","s__Deinococcus sp002017875","MAG_1908KQGRS_maxbin2_bin.2"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Kocuria","s__Kocuria rosea","ISO_LHG3120"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Micrococcus","s__Micrococcus luteus","ISO_T3211-1-1.001*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Micrococcus","s__Micrococcus luteus","ISO_T3196-1"
"d__Bacteria","p__Desulfobacterota","c__Syntrophia","o__Syntrophales","f__Smithellaceae","g__UBA8904","MAG_QYSC.20.08_metabat2_bin.82*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Aquabacterium","MAG_GLYI1.20.09_metabat2_bin.10*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_190624KS2_metabat2_bin.44",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Acidovorax_D","MAG_1907QYI1_maxbin2_bin.17",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus","MAG_1905ZF6360I3_vamb_S1C725",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","ISO_B231-2",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Janthinobacterium","MAG_1907QMI1_vamb_S1C4110*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_1611DDS_metabat2_bin.6.002*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_QTS.20.06_metabat2_bin.44",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__Pseudomonas aeruginosa","ISO_Y-RC-35-2A2.001"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","s__Pseudomonas_E sp003428805","ISO_182.001"
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Planctomycetales","f__Planctomycetaceae","g__SXXK01","MAG_PRGRI.17_metabat2_bin.11",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Caulobacter","ISO_DWR3-1-2.001",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1907QMS_metabat2_bin.56.002",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas aerolata","ISO_AS5724-1"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas aerolata","ISO_AS5874-1"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","ISO_GLY117-2"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","ISO_DC3000-4.001"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","MAG_1909JMYZI3_metabat2_bin.17",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter sp004331285","MAG_1905ZF6280I1_maxbin2_bin.3"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__Acinetobacter guillouiae","MAG_1908KQGRS_vamb_S1C5520"
"d__Bacteria","p__Firmicutes_C","c__Negativicutes","o__UBA1444","f__UBA1444","g__UBA1444","MAG_QYSC.20.08_metabat2_bin.39*",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2487-1",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2185-2",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2157-1",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2634-2",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2637",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_B2105",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","ISO_DSP2-3-1",
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_KQGRSC.20.08_vamb_bins_S1C1964*",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI1.17_maxbin2_bin.6",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI4.17_maxbin2_bin.10",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","MAG_MGGQSC.20.08_vamb_bins_S1C8575*",,
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__AG11","MAG_KQGRI2.20.08_maxbin2_bin.13",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__Rhodococcus","s__Rhodococcus fascians","MAG_1905ZF6500I1_metabat2_bin.9"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","MAG_1905ZF6400I1_metabat2_bin.32",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","MAG_1905ZF6400I1_vamb_S1C122*",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__RAAP-2","g__Bog-756","MAG_18PLSC_metabat2_bin.85",
"d__Archaea","p__Halobacteriota","c__Methanomicrobia","o__Methanomicrobiales","f__Methanosphaerulaceae","g__Methanosphaerula","MAG_QYSC.20.08_maxbin2_bin.15",
"d__Bacteria","p__Chloroflexota","c__Ellin6529","o__CSP1-4","f__CSP1-4","g__SPCO01","MAG_QYSC.20.08_maxbin2_bin.34",
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__Ilumatobacteraceae","MAG_QYSC.20.08_metabat2_bin.16",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__SIRW01","MAG_TGLI1.17_maxbin2_bin.5",,
"d__Bacteria","p__Actinobacteriota","c__Acidimicrobiia","o__Acidimicrobiales","f__UBA8139","MAG_TGLI3.17_metabat2_bin.19",,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_KQGRSC.20.08_vamb_bins_S1C2448*",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium","MAG_QTS.20.06_metabat2_bin.26",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Bosea","MAG_1908KQGRS3_metabat2_bin.21",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","MAG_1908KQGRS3_maxbin2_bin.27*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Xanthobacteraceae","g__Tardiphaga","s__Tardiphaga sp007018905","MAG_1907NJYTI1_metabat2_bin.23"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","ISO_N1994-1-2*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Cryobacterium","s__Cryobacterium sp004404055","MAG_QTS.20.06_metabat2_bin.8"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Microbacterium","MAG_1907QMS_metabat2_bin.35*",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Microbacteriaceae","g__Curtobacterium","s__Curtobacterium sp003989515","ISO_Y136-2-1-2*"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_TGLI2.17_maxbin2_bin.4",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_TGLI2.17_metabat2_bin.3",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__SCTD01","g__SCTD01","MAG_TGLI3.17_metabat2_bin.26",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Mycobacteriales","f__Mycobacteriaceae","g__X156","MAG_1907QMS_maxbin2_bin.29",
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Kocuria","s__Kocuria rosea","ISO_N1999-2-2"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Kocuria","s__Kocuria rosea","ISO_GLY1468-2"
"d__Bacteria","p__Actinobacteriota","c__Actinomycetia","o__Actinomycetales","f__Micrococcaceae","g__Micrococcus","s__Micrococcus luteus","ISO_GLY1729-3.001"
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Comamonas","s__Comamonas tsuruhatensis","MAG_1909JMYZI2_vamb_S1C4258*"
"d__Bacteria","p__Armatimonadota","c__BOG-944","o__Capsulimonadales","f__Capsulimonadaceae","MAG_1811AZI1_metabat2_bin.34*",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Variovorax","MAG_1907NJYTS2_metabat2_bin.45",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Cupriavidus","MAG_1907QYI1_maxbin2_bin.16.002",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","ISO_B147-2",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","ISO_B412-3",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","ISO_B141-3",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Polaromonas","ISO_DSP2-3-2.001",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_190624KS2_vamb_S1C18617",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Massilia","MAG_QYI.20.08_vamb_bins_S1C9831*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas_E","ISO_PWP3-1.002*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Acetobacterales","f__Acetobacteraceae","MAG_1811AZI1_metabat2_bin.68*",,
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","MAG_1905ZF6360I3_maxbin2_bin.9",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","ISO_PWP3-1.003*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","ISO_TSPC3-1",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__Brevundimonas subvibrioides_B","ISO_B518-5"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Caulobacter","ISO_B779-3",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Caulobacter","ISO_10SP3-6-3*",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Agrobacterium","s__Agrobacterium pusense","ISO_Y1249-1"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Pararhizobium","ISO_DWP1-1-3.001",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas_A","MAG_KQGRSC.20.08_maxbin2_bin.14",
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingopyxis","s__Sphingopyxis bauzanensis","MAG_190624KS1_metabat2_bin.11"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp000797515","ISO_DC1200-2"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp000797515","ISO_PSPC2-2"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas sp004354345","ISO_PWP1-2*"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","ISO_DC1100-1"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","ISO_DC4900"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","ISO_DC1300-2"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__Sphingomonas melonis","MAG_1907PL4S_maxbin2_bin.3"
"d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Devosiaceae","g__Devosia","ISO_B1110-2.001*",
"d__Bacteria","p__Cyanobacteria","c__Cyanobacteriia","o__Pseudanabaenales","f__Pseudanabaenaceae","MAG_KQGRSC.20.08_vamb_bins_S1C10850*",,
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","MAG_1905ZF6360I3_metabat2_bin.40",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Xanthomonadales","f__Rhodanobacteraceae","g__Dokdonella_A","MAG_TGLI2.17_maxbin2_bin.2",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Planococcaceae","g__Paenisporosarcina","ISO_G16-b",
"d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae_G","g__Bacillus_A","s__Bacillus_A albus","ISO_Y390.001*"
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Paludibacteraceae","g__Paludibacter","MAG_1908TGLC3_metabat2_bin.33",
"d__Bacteria","p__Acidobacteriota","c__Acidobacteriae","o__Bryobacterales","f__Bryobacteraceae","g__Bog-113","MAG_1907PLC1_metabat2_bin.38*",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","ISO_DSR2-3-3",
"d__Bacteria","p__Deinococcota","c__Deinococci","o__Deinococcales","MAG_1611DDSC2_maxbin2_bin.49",,,
"d__Bacteria","p__Chloroflexota","c__Chloroflexia","o__Chloroflexales","f__Roseiflexaceae","MAG_MGGQSC.20.08_metabat2_bin.19",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","MAG_1907PLC1_metabat2_bin.14",,
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI1.17_metabat2_bin.42",
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI2.17_maxbin2_bin.5",
"d__Bacteria","p__Planctomycetota","c__Planctomycetes","o__Isosphaerales","f__Isosphaeraceae","g__Singulisphaera","MAG_TGLI2.17_metabat2_bin.5",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI1.17_metabat2_bin.7",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI4.17_metabat2_bin.17",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI2.17_metabat2_bin.8",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI2.17_vamb_bins_S1C2668",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI4.17_vamb_bins_S1C2590",
"d__Bacteria","p__Gemmatimonadota","c__Gemmatimonadetes","o__Gemmatimonadales","f__Gemmatimonadaceae","g__Fen-1231","MAG_TGLI3.17_metabat2_bin.60",
"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","MAG_1907PLC1_maxbin2_bin.6",,,
"d__Bacteria","p__Planctomycetota","c__Phycisphaerae","o__UBA1845","f__UBA1845","g__SBAX01","MAG_PRGRI.17_metabat2_bin.26*",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_QYSC.20.08_metabat2_bin.32",
"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Burkholderiaceae","g__Undibacterium","MAG_1907NJYTS1_vamb_S1C1043",
